,SCF,Corr2,CorrD,CorrD(T),MP2,CCSD,CCSD(T)
phosphine,0.1692362484152103,0.07666915704455354,-0.042356547685349896,-0.023960308595280366,0.24590540545976383,0.20354885777441395,0.22194509686448347
hydrogen_sulfide,0.0613833919588065,0.024595397710124933,-0.031180007301155593,-0.017958437837494227,0.08597878966893144,0.05479878236777584,0.0680203518314372
silane,6.980349326071936e-07,5.798079147252545e-08,-2.0175903618293458e-05,0.00014927773805036105,7.56015724079719e-07,-1.9419887894213737e-05,0.00015003375377444078
ammonia,0.0804836178707293,0.19020975696686804,-0.06001297376198429,-0.027190004485475622,0.27069337483759737,0.2106804010756131,0.24350337035212175
dimethyl_amine,0.8821443201867817,0.07525053347965287,-0.0411007673797911,-0.017423612317754536,0.9573948536664345,0.9162940862866434,0.9399712413486799
trimethyl_amine,0.7966887304643396,-0.15110278146446027,0.028768989820730822,-0.0030441662225439863,0.6455859489998794,0.6743549388206103,0.6425417827773354
acetonitrile,2.182195247416058,-0.020241632099063447,0.0110662962004693,0.04549921389921344,2.1619536153169947,2.173019911517464,2.207452829216208
imidazole,3.0288292285576675,0.23109407638753987,-0.06489044841099369,0.00013659666574818518,3.2599233049452074,3.1950328565342136,3.2600599016109557
pyrrole,3.209792071140054,0.18762625764517327,-0.030131322666312688,0.015049046704561303,3.3974183287852275,3.367287006118915,3.412467375489789
pyrazole,3.003460819051079,0.2029433760318153,-0.04721112641937966,-0.0025457628832197027,3.2064041950828943,3.1591930686635146,3.2038584321996746
furan,2.869946472959565,0.16399916514443674,-0.05100944628399209,0.0009772654645713015,3.0339456381040018,2.9829361918200097,3.034922903568573
thiophene,4.162582239262825,0.15483958470994208,-0.03311536879509816,0.007400002242455861,4.317421823972767,4.284306455177669,4.3248218262152225
pyridine,4.702605949628842,0.34881911090501766,-0.19008730221948558,-0.14066440141956896,5.05142506053386,4.861337758314374,4.910760659114291
phenol,5.631201469660016,0.5476793750101536,-0.22773303872406364,-0.13444035254434744,6.17888084467017,5.951147805946106,6.044440492125823
chlorobenzene,6.995421529123014,0.4596308707673185,-0.25827983317135916,-0.1647447950342064,7.455052399890333,7.196772566718973,7.290307604856126
fluorobenzene,5.073318411496494,0.40843493291214067,-0.18722003522138392,-0.12639969385370647,5.481753344408635,5.294533309187251,5.355353650554929
toluene,5.981112808586211,0.44749629797340373,-0.24762637025879145,-0.17443876337761988,6.428609106559614,6.180982736300823,6.254170343181994
benzene,4.982762906752689,0.3353255269679185,-0.18228232655354382,-0.14018358582968704,5.318088433720607,5.135806107167063,5.17790484789092
cytosine,6.530953714564053,1.2159292140231306,-0.26370837936374614,-0.055170134065915435,7.746882928587183,7.483174549223437,7.691712794521268
