,SCF,Corr2,CorrD,CorrD(T),MP2,CCSD,CCSD(T)
529,7.013696166923296,0.5963123055905565,-0.21089186743042668,-0.06501766720325415,7.610008472513853,7.399116605083426,7.544990805310598
533,8.640436041259468,0.704866379669879,-0.292271595190763,-0.10073148190412527,9.345302420929347,9.053030825738583,9.244570939025222
556,7.093255314020702,0.6123353844943245,-0.21611082823392566,-0.069606193196404,7.705590698515026,7.489479870281101,7.635984505318622
580,5.715440638167109,0.12639750743885322,-0.13072044197082475,-0.03143585023199278,5.841838145605962,5.7111177036351375,5.81040229537397
599,4.00253818492282,0.20830349702847253,-0.10490409558755984,-0.047790403952681464,4.210841681951292,4.105937586363733,4.163051277998611
617,9.882237075896914,-0.019571136838664484,-0.24381097068863353,-0.026133803599500228,9.86266593905825,9.618854968369616,9.83653213545875
654,7.532383214293486,0.21892870088231697,-0.15159062354249828,-0.01196074075601187,7.751311915175803,7.599721291633305,7.739351174419791
655,5.428530238017885,0.12515858459867665,-0.0893255119128374,0.0030229342442841646,5.553688822616562,5.464363310703725,5.556711756860846
670,5.846576357278252,-0.1515002544424463,-0.0628116284643809,0.0229652924697656,5.695076102835806,5.632264474371425,5.718041395305572
710,7.215296045809907,0.4696736698271383,-0.18651938132969897,-0.05306702572509934,7.684969715637045,7.498450334307346,7.631902689911946
722,9.02952292420626,0.506024332900699,-0.21561363019864663,-0.061324422880480275,9.535547257106959,9.319933626908313,9.47422283422648
753,8.428689136209874,0.23765399892625486,-0.17980719789226546,-0.06917561210320725,8.66634313513613,8.486535937243865,8.597167523032923
757,7.046375042508232,-0.00666287884468527,-0.0775149542718884,-0.036294408771884445,7.0397121636635465,6.962197209391658,7.003417754891662
761,13.46093983754146,0.2996017242522765,-0.27059145767513487,-0.041095260762946346,13.760541561793737,13.489950104118602,13.719446301030791
762,5.1572122026851455,-0.17438552848245162,-0.018120086665329282,-0.012038338262406535,4.982826674202694,4.964706587537364,4.970788335940287
765,9.713847937161704,0.40559381711312786,-0.29300764548153246,-0.1239113393471225,10.119441754274831,9.826434108793299,9.995530414927709
767,9.189690781569537,0.18366367522533394,-0.1096333275033765,-0.0007601110011912156,9.373354456794871,9.263721129291495,9.37259434579368
768,9.23405228246062,0.8886078439898455,-0.32321652953362967,-0.08670105268674402,10.122660126450466,9.799443596916836,10.035959073763722
769,7.922340555969309,0.7330816201763671,-0.2698972591380391,-0.08432177489901273,8.655422176145676,8.385524917007636,8.571100401246662
818,7.843590453435155,0.09031260698107875,-0.13738875372368095,-0.05791469211465505,7.933903060416234,7.796514306692552,7.875988368301579
820,5.709988078966565,0.23386271746452805,-0.12156508321149785,-0.04423443629324953,5.943850796431093,5.822285713219595,5.899616360137843
833,9.248375490666534,-0.18709880774573825,-0.15105578973660694,-0.06600394014923339,9.061276682920797,8.91022089318419,8.995272742771563
841,7.92893932440715,0.21235696788674754,-0.12642008169262917,-0.02382654129179815,8.141296292293898,8.014876210601269,8.1174697510021
843,9.02584485025252,0.35155003137248053,-0.15604077651696113,-0.04664731430303339,9.377394881625001,9.22135410510804,9.330747567321968
846,10.872463646515811,0.12343184521899252,-0.11834467828262032,0.030543597309078033,10.995895491734803,10.877550813452183,11.026439089043881
847,9.220715874776516,0.25205955731984525,-0.13946910126159465,-0.03247389739679715,9.47277543209636,9.333306330834766,9.440301534699564
852,13.364994977776854,0.7310909163659268,-0.3350436789253699,-0.1579710760874607,14.096085894142782,13.761042215217412,13.93811481805532
884,5.937287693122003,0.24719284739644778,-0.08938365241771322,0.011170723985315998,6.184480540518451,6.095096888100738,6.195651264503767
886,6.162480248118956,-0.003720502540430017,-0.08150659606214312,-0.012537294961217561,6.158759745578526,6.077253149516383,6.146222450617309
890,6.133310547529404,0.4202586829616391,-0.12608049195816512,-0.013685963633491791,6.553569230491043,6.427488738532878,6.539883266857551
909,7.891956645660207,0.04098352752178853,-0.19539939731594222,-0.046226788538571276,7.932940173181995,7.737540775866053,7.886713384643424
936,9.65351893296593,0.48651365066296753,-0.2304077324515119,-0.06964194189194435,10.140032583628898,9.909624851177385,10.070390641736953
969,7.857955548025568,0.46053877688063577,-0.15257500923793385,-0.025969695880951927,8.318494324906203,8.165919315668269,8.29252462902525
974,5.445841740103533,0.36685720875193095,-0.10806110098394313,-0.0032317910299823893,5.812698948855464,5.7046378478715205,5.809467157825481
976,10.076350737251586,0.6865023154082269,-0.25232184446131956,-0.12586764242575646,10.762853052659812,10.510531208198493,10.636985410234056
987,8.956619140251705,0.3231897086889112,-0.15582304873374286,0.013190388002765636,9.279808848940617,9.123985800206874,9.292999236943382
989,13.095254106410954,0.2942089731705581,-0.1798852060891975,-0.022070115657864688,13.389463079581512,13.209577873492314,13.367392963923647
998,4.121285604361659,0.3927550363146856,-0.10300462294527664,-0.017998269282026275,4.5140406406763445,4.4110360177310675,4.496042371394318
1003,5.709375538197623,0.2632399351142936,-0.12524695360634844,-0.046869914370544385,5.972615473311917,5.847368519705569,5.925745558941372
1014,7.939008768958383,-0.11574080423620732,-0.13237996639194477,-0.08718362982373724,7.8232679647221754,7.690887998330231,7.736084334898438
1019,9.804864830374491,0.24990938246725847,-0.13934887535663212,-0.005149089326682531,10.05477421284175,9.915425337485118,10.049625123515067
1032,4.030119848739307,0.27159628247807815,-0.09471806652614075,-0.029488423894233683,4.301716131217385,4.206998064691245,4.272227707323151
1046,6.428308344163729,0.6250369351968098,-0.16664939474833865,-0.14436328106602572,7.0533452793605385,6.8866958846122,6.908981998294513
1047,8.894668780938387,0.4903248428460457,-0.2813917187011925,-0.10758015029691652,9.384993623784434,9.103601905083242,9.277413473487517
1048,10.842899012430342,0.18871000538432037,-0.18977879796758831,-0.04057368962253873,11.031609017814663,10.841830219847076,10.991035328192124
1049,13.069201045937396,0.8013239203321054,-0.3988232283537652,-0.15594003671971868,13.870524966269501,13.471701737915737,13.714584929549783
1074,7.666504156897141,0.22637943352831788,-0.17589947624787536,-0.0983137319425521,7.892883590425459,7.716984114177584,7.794569858482907
1085,9.30563166703811,0.2831911289508667,-0.22639114045024206,-0.08185255032605201,9.588822795988976,9.362431655538735,9.506970245662924
1108,13.549676894149554,0.8480570767189979,-0.2855675379350522,-0.045194711614483296,14.397733970868552,14.1121664329335,14.352539259254069
1109,9.30739989148085,-0.09720874919413394,-0.2034940048939075,-0.05436039117835213,9.210191142286716,9.006697137392809,9.155830751108363
1115,12.529200528288632,0.8244399580830282,-0.36762807265797715,-0.14539975037100833,13.35364048637166,12.986012413713683,13.20824073600065
1117,7.818071378051286,0.28567492776981407,-0.19888923229139052,-0.07690331533534006,8.103746305821101,7.90485707352971,8.026842990485761
1119,15.878446972271163,1.2613811159457775,-0.44696214031854015,-0.10873378145076816,17.13982808821694,16.6928659478984,17.03109430676617
1135,12.45279433891026,0.5185715039610121,-0.3047828020805747,-0.12847549243833187,12.971365842871272,12.666583040790698,12.84289035043294
1149,6.968914442345536,0.21373518412089493,-0.15268874715945754,-0.06786762269452308,7.182649626466431,7.029960879306974,7.114782003771908
1193,6.9925723844362535,0.26645728215133674,-0.14690643373365475,-0.07054959123274208,7.25902966658759,7.112123232853936,7.188480075354848
1194,8.190120175511494,0.14075714143074586,-0.11642179414030802,-0.03304035558473583,8.330877316942239,8.21445552280193,8.297836961357502
1197,6.919869547347608,0.0771864217160715,-0.11185860917936784,-0.041424980656320026,6.9970559690636795,6.8851973598843115,6.95563098840736
1207,8.969969169074488,-0.1777155825032573,-0.15313922067450536,0.055399054619608167,8.792253586571231,8.639114365896726,8.84765264119084
1209,9.344188112370402,0.19816817495555744,-0.17656403383949298,-0.07457655668632235,9.542356287325958,9.365792253486465,9.467779730639636
1241,5.1019749254477,0.11167634584596363,-0.09115028484972873,-0.03794479818948127,5.213651271293664,5.122500986443935,5.175706473104182
1250,6.486870175534264,0.2458446947874992,-0.11338242700021042,-0.00807541673770766,6.732714870321764,6.619332443321553,6.724639453584056
1251,10.717021448502791,0.8816568953616484,-0.34391364141537134,-0.11233115868545032,11.598678343864439,11.254764702449068,11.486347185178989
1256,15.83910465105526,1.002771755461534,-0.5500382505875542,-0.2725542529950575,16.841876406516793,16.291838155929238,16.569322153521735
1314,8.710397775831153,0.3567585937973146,-0.2089810653650096,-0.09592522828477339,9.067156369628467,8.858175304263458,8.971231141343694
1315,6.673696893217515,0.24810148032100315,-0.133733452906972,-0.043631624236857014,6.921798373538518,6.788064920631546,6.878166749301661
1332,11.624629497890046,0.19986866558374883,-0.16716112746338266,-0.003624999831620363,11.824498163473795,11.657337036010412,11.820873163642174
1344,10.671324158757724,0.5879508744060993,-0.2763287400348569,-0.09710161039778728,11.259275033163822,10.982946293128965,11.162173422766035
1361,9.204872844653671,0.5700364708779259,-0.28863034698568196,-0.10453846476724653,9.774909315531596,9.486278968545914,9.67037085076435
1367,9.8566052601027,0.5058066223356327,-0.2901333134031327,-0.1177450997211163,10.362411882438334,10.072278569035202,10.244666782717218
1378,10.09405119753164,0.48947260799429554,-0.27535384158020654,-0.0865791935432751,10.583523805525935,10.308169963945728,10.496944611982661
1382,5.772975318318892,0.23294072156659393,-0.1275233430032758,-0.045792651266522474,6.005916039885486,5.8783926968822104,5.960123388618964
1391,8.179353210704825,0.5550942356719959,-0.24804690845358862,-0.13092249114202903,8.734447446376821,8.486400537923233,8.603524955234793
1395,11.482165650818558,0.03357617190131317,-0.2613120398849588,-0.0641565058296324,11.515741822719871,11.254429782834912,11.451585316890238
1396,12.818566876150811,0.2381113279999132,-0.3833775719627953,-0.024172631894072774,13.056678204150725,12.67330063218793,13.032505572256651
1406,9.247455627154697,0.5982232859290458,-0.30768150605417616,-0.12407057544637468,9.845678913083743,9.537997407029566,9.721608337637369
1408,7.205452163580959,0.1781950575310197,-0.15386025078153223,-0.06614692568607372,7.383647221111978,7.229786970330446,7.317500295425905
1409,9.85538489133259,0.48568167503385123,-0.2868072837023157,-0.11960878419675157,10.341066566366441,10.054259282664125,10.22145778216969
1428,8.243785430297647,0.5845209696722742,-0.27251850828027374,-0.10830320147513799,8.828306399969922,8.555787891689647,8.720003198494783
1429,11.639628327614735,0.38130986033589837,-0.22598005038760552,-0.07186145631078657,12.020938187950634,11.794958137563029,11.949076731639847
1438,7.184694515385108,0.31457690360794244,-0.14506990731094974,-0.020455014004364516,7.49927141899305,7.354201511682101,7.478816404988685
1444,10.288917937047728,0.4155788409718876,-0.22548286691765485,-0.07505912620353025,10.704496778019616,10.47901391110196,10.629437651816085
1455,11.21361375282189,0.3444157758997761,-0.27671707455721173,-0.15605052433665184,11.558029528721667,11.281312454164455,11.401979004385016
1457,8.341241699039157,0.0342215203685908,-0.05616883022919713,0.008390633570238112,8.375463219407749,8.319294389178552,8.383853852977987
1475,7.806047210200774,0.685310993724292,-0.16464689816845465,-0.1348247250102385,8.491358203925065,8.32671130575661,8.356533478914827
1479,12.212252867313785,0.5639180302344214,-0.2614761500510733,-0.11555157905708846,12.776170897548207,12.514694747497133,12.660619318491118
1502,11.579147911244457,0.20653182089414107,-0.2744228109187242,-0.04601037892043947,11.785679732138597,11.511256921219873,11.739669353218158
1563,9.289691206455364,0.6085909845779568,-0.20198129071218,-0.0312162840933921,9.89828219103332,9.696300900321141,9.867065906939928
1564,11.605691027943928,0.34798671082527666,-0.2261604101186416,-0.06501928119371997,11.953677738769205,11.727517328650563,11.888658457575485
1588,13.877098371055832,0.9671076601575328,-0.37679862628869926,-0.09887267460792225,14.844206031213364,14.467407404924664,14.745333356605443
1603,14.060830487147324,0.4614736602166845,-0.3315990411892172,-0.10911886804220244,14.522304147364009,14.190705106174791,14.413185279321807
1604,12.692378635072444,0.9359655980449376,-0.3423245581309011,-0.09293878299841885,13.628344233117382,13.28601967498648,13.535405450118963
1607,9.041548093291476,0.5706953544719651,-0.255451270435556,-0.10937396520761143,9.612243447763442,9.356792177327886,9.50286948255583
1610,9.117576422028488,0.5969534545759911,-0.2767446996663708,-0.09657028608075872,9.71452987660448,9.43778517693811,9.617959590523721
1617,14.066060806326815,1.1659280168632895,-0.5318709997694976,-0.2091045488433736,15.231988823190104,14.700117823420607,15.02288427434673
1619,10.00293157279787,0.3100377350167027,-0.18700520162254625,-0.05292566388586812,10.312969307814573,10.125964106192027,10.260043643928705
1622,11.614117243832355,0.43777793067634646,-0.20982435175816833,-0.029432210130729376,12.051895174508703,11.842070822750534,12.022462964377974
1625,10.147788797081835,0.41770888476945484,-0.2676456350588337,-0.118716749099579,10.56549768185129,10.297852046792457,10.446780932751711
1626,11.100197620685456,0.5957212471754421,-0.37420539172509576,-0.053201886013062014,11.695918867860899,11.321713476135804,11.642716981847837
1630,7.2026193920256745,0.3775758948824305,-0.1518535832628085,-0.028892769754741598,7.580195286908105,7.428341703645296,7.551302517153363
1633,15.809186659658373,0.32616810946577984,-0.434467177258027,-0.09658003711461192,16.135354769124152,15.700887591866126,16.03877473200954
1634,9.238588401710109,0.15654300779499,-0.22593293898600555,-0.029388343261162762,9.3951314095051,9.169198470519094,9.365743066243937
