,SCF,Corr2,CorrD,CorrD(T),MP2,CCSD,CCSD(T)
1457,5.5476671171019705,-0.3495804660894483,0.17859439253414833,0.13957153626322252,5.198086651012522,5.376681043546671,5.3376581872757445
1475,10.865171514622752,1.787344819897989,-0.2883944990363855,-0.3006156625923804,12.65251633452074,12.364121835484355,12.35190067192836
1479,10.906788229173817,1.2835708137769701,-0.41214029938642693,-0.21739229605196494,12.190359042950787,11.77821874356436,11.972966746898821
1502,11.6157653612562,0.3285422835855049,-0.4469631202598925,-0.004904147296312675,11.944307644841704,11.49734452458181,11.939403497545392
1563,3.3622570985568343,0.37272106914377995,-0.07027586099968323,0.028383334365478803,3.734978167700614,3.664702306700931,3.763361502066093
1564,7.02997589153681,0.3279375491552317,-0.12172004017245938,0.009896013361655477,7.357913440692042,7.236193400519583,7.367809454053697
1588,9.490095668826628,1.3359096840112679,-0.2994022354737337,-0.030327041815212678,10.826005352837896,10.526603117364163,10.795678311022684
1603,8.01735196602621,0.41798289030118296,-0.23320773520292215,-0.04442004217638786,8.435334856327392,8.20212712112447,8.390914814151005
1604,7.989413092836101,1.2699954818782386,-0.26041254941827413,-0.027071974305574193,9.25940857471434,8.998996025296066,9.232336600408766
1607,5.367584437111528,0.6127370451322601,-0.15967866194142963,-0.043604451896710195,5.980321482243788,5.820642820302359,5.9367170303470775
1610,3.14730318827495,0.04133163462503792,-0.011984619575046467,0.043868511854371385,3.1886348228999877,3.1766502033249413,3.2325033347543592
1617,9.640420048004431,2.3358854488149183,-0.8412061197252264,-0.35866688791981893,11.97630549681935,11.135099377094123,11.617638608899531
1619,5.703392194030322,0.35209212656463074,-0.1497428731460461,-0.03132970264958517,6.055484320594952,5.905741447448906,6.024154617945367
1622,5.751091423302158,0.4081710856826861,-0.13697803008743528,0.016709192954689762,6.1592625089848445,6.022284478897409,6.175971701939535
1625,3.73825419584405,0.09639087551891994,-0.04141249046596762,0.0027360447704766373,3.83464507136297,3.793232580897002,3.8373811161334466
1626,12.732868208732572,0.9883537888327054,-0.6894692515098219,-0.08448510043203,13.721221997565278,13.031752746055457,13.636736897133249
1630,3.2079197566667346,0.4032130733205134,-0.16454532305945635,-0.0618879033141972,3.611132829987248,3.4465875069277914,3.5492449266730506
1633,10.943142286547465,0.28300247324701444,-0.7088565954874438,-0.17418516045730711,11.22614475979448,10.517288164307036,11.051959599337172
1634,9.53624533939212,0.09468685949731837,-0.3744044484597932,-0.04019497456194814,9.63093219888944,9.256527750429646,9.59073722432749
